small_loss_estimate_clean,confidence_estimate_clean,gmm_estimate_clean,Image Name,Label,small_loss_score
0,0,0,img_4a14ceb3-afb3-4139-84fe-897708ede979.jpg,3,0.75664777
0,0,0,img_509daab6-857a-4acc-8717-94dc37ff2d22.jpg,9,0.90559816
0,0,0,img_857c0354-b455-4889-be5d-1d09b5192fe6.jpg,0,0.8588486
0,1,0,img_4cbd9f2f-c3d0-417c-aea1-7bb849a2112f.jpg,7,0.914924
0,0,0,img_ea254bbb-441a-4f22-b58c-5de9c31c3387.jpg,8,0.72982395
0,0,1,img_ec6518ab-4cca-492a-983f-aa9964c0d2e0.jpg,5,0.8551752
0,0,1,img_795e5cf8-cf9b-4bbe-957f-eaa249f8d26f.jpg,0,0.8553196
0,0,0,img_8f6af699-bcda-4143-b3d6-92ee8e282784.jpg,3,0.89986104
0,1,0,img_72401043-413f-4743-a3de-467874f5e4f6.jpg,6,0.64823306
0,0,0,img_782b8906-01e0-4a90-ae6d-cd7beb2a9c13.jpg,3,0.82191354
0,0,1,img_dc306dff-4905-4cae-a7c2-558b1a6b8fe8.jpg,1,0.8648094
0,0,1,img_a7987802-2bd8-433c-817e-f06ca5d7c05b.jpg,0,0.7695959
0,0,0,img_cec80a22-d9b5-44ac-a242-539f8c471a07.jpg,4,0.94230825
0,1,0,img_605e6b69-9912-4207-a9b5-93802084c9e1.jpg,5,0.94519806
0,0,0,img_14146611-b9b1-4285-a307-4edccc8566a5.jpg,4,0.75494397
0,0,0,img_73ffccfc-5cc0-462c-bb4e-adf014dc0608.jpg,0,0.88762176
0,0,0,img_85d85d85-2848-4f99-bea3-fdf69bc22f63.jpg,3,0.86106855
0,1,1,img_2317fa1b-6688-4394-be6c-266a197ec6d6.jpg,6,0.9025526
0,0,0,img_1f1a3a2a-2610-41a1-bb12-07a0e7294c89.jpg,0,0.8104242
0,1,0,img_e0629b1c-ac56-4ae5-8e77-265316f5bdb3.jpg,7,0.89116204
0,0,1,img_069a6f07-42f7-4944-b9e6-5e6a0501bab4.jpg,7,0.7451207
0,0,1,img_2cb266d3-4d2d-49c0-8b5f-95e4ff7ae37c.jpg,1,0.8718128
0,1,0,img_ef3ffc5d-c8be-44e9-b1af-81021127197e.jpg,0,0.6848461
0,0,1,img_cbff09f9-d695-4bf4-839c-62eeb47c9699.jpg,7,0.8488968
0,0,0,img_3f3b419e-3f42-4f8f-a0a2-ed2d597c91d5.jpg,4,0.9022133
0,0,0,img_a5552f38-8cc9-469a-b97c-1e92bce2fe4b.jpg,3,0.6977279
0,0,0,img_634241e4-0182-4d52-b837-5625a0bf04c9.jpg,3,0.89431846
0,0,0,img_acde30ed-d19b-4943-9c8e-e5162c016cf6.jpg,2,0.9121742
0,1,0,img_3ccff054-7a39-4a4b-acc0-f228bec4851f.jpg,8,0.7049411
0,0,0,img_86324b1c-a0e1-4a8a-84ca-262cfa5366c9.jpg,7,0.8341481
0,1,0,img_cb985414-55d5-4526-949f-796ed014a261.jpg,4,0.80834657
0,0,0,img_cef43513-41b4-4548-9037-79028c7594d5.jpg,3,0.8651503
0,0,1,img_ca78905e-9cd7-4080-8c04-c6deeb7cefbc.jpg,4,0.79303783
0,0,0,img_99e108a9-f0c6-4f93-8f76-043ac14c82cf.jpg,1,0.8808425
0,0,1,img_8ab0bdfe-9145-4eae-b145-f1275740ad8f.jpg,3,0.67859364
0,1,0,img_28b513e4-df35-4da0-8835-6b390f9edba2.jpg,9,0.9165967
0,0,0,img_22d05232-18e7-430c-8b2d-34c237d8a263.jpg,6,0.93050784
0,0,0,img_c15c658f-eee3-4953-bf6c-50ece48e4def.jpg,0,0.7068224
0,0,0,img_6b99c727-03e8-4e26-90b2-3806a1a75910.jpg,0,0.9314084
0,1,1,img_9b68d129-93ab-442a-b0ba-34b8101bce20.jpg,7,0.66254485
0,0,0,img_a789284c-80c1-4c41-b04e-87d648a88876.jpg,7,0.82248247
0,0,0,img_b3f57b13-8fa6-472a-bc42-630069610032.jpg,5,0.7393993
0,0,1,img_a7911c2e-b45d-41b1-b68b-58113cda1958.jpg,7,0.9051196
0,0,0,img_198e8ba3-62bb-42f4-a50f-d76a69036672.jpg,4,0.7553724
0,0,0,img_0fe188f9-552d-43c7-b964-f1b09b6dc692.jpg,0,0.6998542
0,0,1,img_2f408897-408d-40a2-9a96-1f30e90fb619.jpg,1,0.74112755
0,0,0,img_36d12419-4401-4bb5-b8a4-c2c5358b199a.jpg,3,0.7734001
0,0,0,img_2b53b9b9-6bf0-492d-aaad-a80e6c962eb4.jpg,3,0.740438
0,0,0,img_3b17d81a-f54b-4c5b-bb80-a128ed8a71c0.jpg,3,0.7739237
0,0,1,img_7595a958-a716-40d5-a35a-9d213a375f9c.jpg,2,0.84568423
0,0,0,img_cfb92719-f654-49fb-aa8a-650d07ca63b5.jpg,4,0.94778967
0,0,1,img_22a56315-9a89-493b-80ed-86e236a8d9ef.jpg,2,0.8820337
0,0,0,img_a415e143-1449-4a4b-a565-3f524d192802.jpg,2,0.93873847
0,0,1,img_b7d8d808-f06e-45cc-8852-e64bf9872dd3.jpg,0,0.6076738
0,0,0,img_804257db-2669-49b0-aa1b-debab25e279e.jpg,0,0.82907134
0,1,1,img_341736aa-51fc-461b-9555-3ce9fcd470f8.jpg,4,0.7826826
0,0,0,img_54a96ff2-eb33-4e03-b398-42280ed05c34.jpg,3,0.90280104
0,0,1,img_b7392f98-c24e-4814-90f7-c57a981e969e.jpg,3,0.93447226
0,1,0,img_131fb962-5d8c-4e96-ab62-90881b309794.jpg,3,0.7119106
0,0,0,img_179a43aa-737c-46ed-9ee6-c84eb2b60059.jpg,7,0.8712618
0,0,0,img_a3d9735a-a469-4bc4-81a8-040e846c2313.jpg,3,0.77588624
0,0,1,img_7ed2ed91-d1fe-4ad1-82bf-39e408a670a7.jpg,0,0.8762746
0,0,0,img_4a476e28-ec28-4f77-b985-ef8accdde5b4.jpg,0,0.8995248
0,1,0,img_e0eb51ac-b4cf-4262-a449-74feca875247.jpg,3,0.77459836
0,0,0,img_54a33e39-e3ba-4507-a626-5cca817f7f32.jpg,0,0.74836534
0,0,0,img_8d90e727-422e-472e-9407-9e39f8203fca.jpg,5,0.9380311
0,0,1,img_c95069c4-d001-4651-87f7-a2df43f3ca11.jpg,2,0.81761914
0,0,0,img_e0084c7a-27b2-4b8a-9e67-60f7b924f35f.jpg,8,0.92343724
0,1,0,img_236c656e-ed4a-42a2-9a6d-20861392158f.jpg,5,0.82773864
0,0,0,img_25158331-f797-40ad-ac48-4a4eba7b5f57.jpg,9,0.7076665
0,0,0,img_4d8e8af4-6685-4576-bead-009d80f0ba18.jpg,0,0.90556926
0,0,0,img_608062ff-3d45-4d36-bf1d-460ad5e45f5d.jpg,8,0.7341238
0,0,1,img_14cf3931-0409-4e02-9622-24ca858b93fe.jpg,0,0.881227
0,0,0,img_302c86ff-512a-46a1-a32e-de2f9be5fb39.jpg,7,0.92466
0,0,0,img_7a6c7a4d-7d97-43e7-9b32-8f56e6a4d544.jpg,1,0.94572705
0,0,0,img_c2e9b9f4-618f-421c-b0df-3394e06b10bc.jpg,3,0.79917043
0,0,0,img_7c7fd019-ae3d-4fee-8624-e73ca6b0d9fe.jpg,5,0.93475693
0,0,1,img_e1cb543c-e894-4f49-98a0-3fbd1c07cab0.jpg,4,0.89668846
0,1,0,img_27ad4782-2cb8-4804-820f-d2b33f100b6b.jpg,5,0.8995288
0,0,0,img_628820e7-a418-4cef-b07d-611a5e7cc1f4.jpg,6,0.65144396
0,1,0,img_600f7be3-6ebe-40fc-8a78-151ca8633708.jpg,7,0.892609
0,0,0,img_2742999c-dbf2-4561-9687-c2e8d33ed192.jpg,3,0.9210698
0,0,0,img_f3ef8635-c811-49f5-8318-9fa48e2932b2.jpg,4,0.86326474
0,0,1,img_c3a09fa6-2ef3-4902-868b-70e895ff6c11.jpg,9,0.8918071
0,1,1,img_3279ac97-2f09-4547-90a2-6e74ea15775a.jpg,5,0.8863096
0,1,0,img_a495cfb2-f121-47ab-9026-a76c739cf5f6.jpg,6,0.8415578
0,0,1,img_f6b009a5-62d7-4875-886b-a031ab8dc8eb.jpg,6,0.9280883
0,0,0,img_e96828f5-a795-4eaf-a7c1-2090f27d677c.jpg,4,0.7383763
0,0,1,img_cdec2609-0e23-4aca-b8ef-c4e8f38ede65.jpg,4,0.8656376
0,1,0,img_c32064b9-a28a-41c5-9269-0aa49226d745.jpg,0,0.79376996
0,1,0,img_9069e0ea-f0bd-4229-b75a-f45313704431.jpg,8,0.7706106
0,0,0,img_e513b5cf-866a-4cbb-b7c1-260e61ed8e8a.jpg,5,0.82256186
0,0,1,img_a8970e0f-5034-4b78-abce-221e3a0dbcd3.jpg,4,0.94009876
0,0,0,img_abeefe80-74e3-47f4-9a1d-fc317896da20.jpg,3,0.78726393
0,0,0,img_3ee18c6b-f851-4ab8-a011-200da708ecc6.jpg,7,0.8423212
0,0,1,img_e30990dd-61be-4239-918d-84f3ae169a5a.jpg,5,0.95045984
0,0,1,img_6e8ca779-3809-47cb-86e4-12c8ceba3bed.jpg,0,0.80259037
0,0,0,img_ec6df5d1-01d3-4b83-b647-26e57e48a497.jpg,0,0.80780715
0,0,1,img_5d277e03-8463-4b1d-8055-1f95c9737b1d.jpg,2,0.86821604
0,0,0,img_aa4de5f3-3810-49d1-8338-dd03ec442ddc.jpg,0,0.738703
0,0,1,img_05b43543-3480-4a7f-82a3-202715849a00.jpg,4,0.87243307
0,0,1,img_70040603-fe44-47ee-a608-3818d1a0adf9.jpg,0,0.7407082
0,0,0,img_4ed82dcf-1290-4155-9de0-ce9f478be21f.jpg,7,0.8520256
0,1,1,img_4a8f1453-62b9-42c0-8889-a07a407947db.jpg,2,0.6042398
0,0,1,img_af2a505f-c47b-47ef-afbc-d6d6b026b1ea.jpg,6,0.82669145
0,0,0,img_02144535-fbe8-4040-9a6d-4f29c35a6819.jpg,6,0.71382433
0,0,0,img_74a77bc2-335b-493b-a765-e24eeaabbddb.jpg,0,0.8329021
0,0,0,img_76942b97-b42a-4e36-a0d3-c9d8bdc045e3.jpg,3,0.6217701
0,0,0,img_5258f7a3-d750-49e8-a107-6e635887b9c7.jpg,2,0.911322
0,0,1,img_7d8df9ea-ca2d-45a4-b579-9589b25fa57b.jpg,0,0.92624044
0,0,0,img_865a415b-03c7-4a32-b48c-4082c81b3838.jpg,4,0.7858462
0,1,0,img_ecb0812d-ad5f-43ea-92d1-7fb76470283c.jpg,4,0.8879048
0,0,1,img_7b88e600-c9d0-43df-957c-2a3c3d2c4a8e.jpg,4,0.7695102
0,0,0,img_7dbde598-2d2b-46b0-99c6-a9fecf1ed253.jpg,6,0.84471434
0,0,0,img_c6c9d8d6-0e39-4c18-b88f-bdc84aef5caf.jpg,9,0.8420741
0,0,1,img_29999c06-c4aa-4360-b3c2-dacdead1c1e1.jpg,7,0.9555874
0,1,0,img_54077457-014b-40f1-bdf8-b237e69fa53b.jpg,3,0.7553557
0,0,0,img_8a6ca8ce-4e91-4575-b57c-4a1325477dd1.jpg,5,0.8128389
0,0,0,img_6077f9f2-a788-46b6-acbc-985dc9df39cd.jpg,4,0.7476594
0,0,0,img_eeea5e7f-c653-4a70-bee2-b8e1d5482a32.jpg,8,0.8889387
0,1,0,img_d66dc864-a8b5-4f4a-87ce-48c9ed050635.jpg,4,0.6989306
0,0,0,img_f5dd6973-7aa9-47e4-9859-fe1f0c8d45e6.jpg,0,0.8271065
0,1,0,img_4328fe36-ae8b-49f1-bbee-ef1b83b6f8cc.jpg,6,0.8937518
0,1,0,img_1b147f91-e44b-41b2-8899-49cf235aed80.jpg,3,0.8618288
0,0,1,img_7aca600d-094f-43b2-8d12-a8ff3cb1cde0.jpg,3,0.9161193
0,0,0,img_02142619-15b1-4259-a980-4c72b793dc14.jpg,3,0.85883486
0,1,0,img_4dc6e619-f8da-4654-acf2-81d95ccf0e81.jpg,4,0.8930503
0,0,0,img_9d71eb7a-93ab-425c-84a6-8435e611b463.jpg,4,0.907098
0,0,0,img_e7096c8f-0c73-49f1-a007-c70524cd5e39.jpg,2,0.8670474
0,0,0,img_5efd8909-dcd0-4080-82de-0f74575c70e7.jpg,9,0.94309056
0,0,0,img_3ffe6d91-241f-4804-8ee6-b436a5d72772.jpg,3,0.76021177
0,0,0,img_71484132-1dc8-4adb-b447-de7501907f09.jpg,9,0.91088736
0,1,1,img_edde7ade-455d-4af6-aed4-7ac1215bd0e6.jpg,3,0.69494736
0,0,1,img_64685b92-9918-4cdb-9424-5302937b37e2.jpg,0,0.7973945
0,0,0,img_4c36fbd3-681d-4b74-bc86-45c3a07ac5cf.jpg,4,0.59666693
0,0,1,img_d02ed0a9-8121-47bd-b179-63c02b9c5224.jpg,1,0.7807327
0,0,0,img_426ce380-913f-4ee3-a7f9-10eb978c20bd.jpg,1,0.824854
0,1,1,img_425a7b93-3225-4cd4-847b-a598972adfe5.jpg,1,0.7104427
0,0,1,img_6bf9a17a-ccb0-46ff-ab07-5b93ad39a957.jpg,0,0.7918648
0,1,0,img_6bd5c0e7-cdd5-47c9-9011-417fbfd23f81.jpg,3,0.93546313
0,0,0,img_e043797d-f385-493d-bdfb-6eebfcd12525.jpg,3,0.7638515
0,0,1,img_f3383606-8583-4c63-8634-5cd1e3802c8d.jpg,4,0.8448826
0,1,0,img_e3cd6e10-12d0-44a6-9165-b6bcb48b2878.jpg,4,0.62037426
0,1,1,img_47ceaf95-1591-413d-9a33-84a7283512df.jpg,3,0.8422036
0,0,0,img_0c40fc75-906f-45ff-802d-b041575c8b18.jpg,9,0.7598947
0,0,0,img_c89dd520-c7e3-4ee4-8b18-004bc47f9a1d.jpg,1,0.81596774
0,1,1,img_07cbd298-aa1a-4db5-9475-a3da31184db1.jpg,4,0.92884064
0,0,1,img_d6fefb70-fbc9-44c2-84e2-b8b9d9b17ccd.jpg,3,0.8426628
0,1,0,img_6dcf07d9-54e2-43e3-8072-67aa7a6c7889.jpg,2,0.71855724
0,0,1,img_ac5e35e9-92fe-4d77-bf3c-de3db4e22edd.jpg,7,0.75348604
0,1,0,img_ed905dc6-28b1-4fb6-adf5-9f113cf096a5.jpg,6,0.8687587
0,0,1,img_969e887e-235d-4c2c-9697-503a815edab3.jpg,6,0.842099
0,0,1,img_54a25504-fd44-40b8-9f56-4b6febae6ffc.jpg,6,0.88018644
0,0,1,img_7a646ca9-eda7-4821-8878-6686c3ca57b5.jpg,7,0.831425
0,1,1,img_f4292933-5311-4c6c-8c0a-f419fe7b68bc.jpg,0,0.74191755
0,1,1,img_19d8cfb2-c5e6-481b-9497-a96c2f1b43ca.jpg,5,0.7218902
0,1,0,img_6093bda8-64e6-43bb-a1b9-b0599c2d413c.jpg,0,0.91614664
0,1,0,img_b58685a1-dcf8-4cdd-bb89-a9f01f9449c9.jpg,1,0.68685895
0,0,0,img_cac4fb87-ac53-49c7-bbd2-397a82d025da.jpg,0,0.88584584
0,0,1,img_8beaeb1c-27c2-4795-b870-88bd3850df21.jpg,9,0.833914
0,0,0,img_59b04626-bcc0-4642-9c03-f9cff9f1250d.jpg,2,0.8923421
0,1,0,img_7246c06b-d38c-44c7-b0d7-a171bba6b3c9.jpg,4,0.84148246
0,1,1,img_f30c3a22-a1c6-4d01-b052-29f81f4ee092.jpg,2,0.7262153
0,0,1,img_f34cb583-6c90-44d7-9d23-53b6b7b2c5d3.jpg,0,0.82946986
0,0,0,img_0294383b-3b4e-495f-a22d-5b96822a3bd6.jpg,1,0.855418
0,1,0,img_4ab12593-d175-40d6-8511-919828705fe9.jpg,4,0.8947609
0,0,0,img_2b99cde2-0228-4be9-9d44-ca1f8f7b9ae3.jpg,5,0.78647965
0,0,0,img_53d8aa29-05e9-4aa9-a258-a926d5baafe1.jpg,3,0.8411894
0,0,1,img_985e1949-bd18-4d29-a273-aee9f767430e.jpg,7,0.8497244
0,1,1,img_2d0255df-38fa-4faf-bdac-90c90f8aea49.jpg,5,0.88859767
0,0,0,img_d2ef1a4f-8080-4412-9385-060dfa986c69.jpg,2,0.7916819
0,0,0,img_cccbb4c0-7180-47ba-a746-054974df3024.jpg,7,0.9622323
0,1,1,img_51706e62-2280-4806-84bf-5f50052f0750.jpg,3,0.7576561
0,0,0,img_d949b282-1da4-454b-bfa9-df74a228c00b.jpg,6,0.7032091
0,0,1,img_aad9a64b-9ada-4904-9a12-e63b6c05e1f6.jpg,9,0.7235354
0,0,0,img_651e84ca-dc8e-4e58-a5f7-2ead4ce359ee.jpg,3,0.8805763
0,1,0,img_a547c45f-e8c3-40dd-9d61-60b226e270a8.jpg,0,0.8594624
0,0,0,img_81659f4a-08f1-4a6d-9514-4d086b4b884a.jpg,8,0.80318546
0,0,0,img_cc0491fc-6b0b-4eff-b822-49b4a7446743.jpg,2,0.91665727
0,0,1,img_3616198e-e6dc-47c5-866c-0417b1cf5ef7.jpg,7,0.9435582
0,1,0,img_9a9d57e4-f3d2-456d-8c84-259ffe5b2f59.jpg,5,0.90289104
0,0,1,img_95f00bc9-a6f5-414b-8290-a1c2424712d5.jpg,8,0.8857174
0,0,0,img_9034b958-e085-4277-a86e-2a940f4f22f9.jpg,0,0.9476078
0,0,1,img_327ee1b6-2f9f-4f0e-88dd-2b11f47512c8.jpg,4,0.8495876
0,0,0,img_edea1833-f293-4d5c-a9c7-b64965a744c9.jpg,7,0.84542644
0,0,0,img_083a3a1a-5300-456c-b5c7-2b6728ce1284.jpg,9,0.70189667
0,1,0,img_7ad43789-d6b0-49d1-aa9e-11b9c89b32aa.jpg,4,0.67911214
0,0,1,img_451bdae7-9c06-4b60-8b26-6931c2138bd3.jpg,3,0.67925596
0,0,1,img_6783f7e2-fcaa-455b-a629-00b0979ffe57.jpg,0,0.7393891
0,0,0,img_6e9c0c27-56a8-4034-ad6b-058e256372b9.jpg,0,0.7846256
0,0,0,img_93bb4fc8-88f7-4a66-b50d-5f0e9b15eb4f.jpg,0,0.8252724
0,0,1,img_9cc13bc0-14d9-4132-89b8-e694e69fd99a.jpg,7,0.8055455
0,0,0,img_d22bea54-5f61-4b02-bf66-4f4fa2845a80.jpg,1,0.7174565
0,1,0,img_023cbfce-ebd6-4ede-ae25-966b6761dcf6.jpg,2,0.8621141
0,0,0,img_3681fc05-e052-4bac-b9c0-2532284eaad6.jpg,4,0.8603201
0,0,1,img_fcd9d091-34e9-4723-9f80-e1bb73934801.jpg,5,0.9250654
0,0,1,img_c745116c-c683-4d90-bd66-5aec9e2797ef.jpg,4,0.58858865
0,0,0,img_3fc86009-3742-4d64-ad2f-440209ae8dd3.jpg,7,0.93577254
0,0,0,img_65978b2b-2ead-49d9-a78b-3a79ebb13b9c.jpg,3,0.8935069
0,0,0,img_797a3669-9c27-4eb5-a47f-db9be1295885.jpg,5,0.676668
0,0,0,img_ef31573e-90aa-4070-a4c0-b559fad0790a.jpg,3,0.7691068
0,1,0,img_5b7ffb3b-3243-45c2-b366-24dc87562b9d.jpg,2,0.8492111
0,0,0,img_8b5b3c60-a7ea-4938-bc7d-d6c695af143a.jpg,9,0.31959814
0,1,0,img_c70f755a-1b3f-41b6-8f1e-03acf0249be1.jpg,7,0.90658647
0,0,1,img_9f9ae849-4fd3-4192-9a31-b3e48b6b25d4.jpg,0,0.89066494
0,0,0,img_34ccfd07-3e8a-4b58-bb9c-fc43ec31e70e.jpg,7,0.87039864
0,1,1,img_1f8cbc61-42da-442d-96d9-e21df620562e.jpg,5,0.59567845
0,0,0,img_748eb1ea-a98c-48d0-9831-20b5dc9b9eb2.jpg,3,0.80965775
0,0,1,img_50638904-4bc7-4fe5-97b8-4ac7cd9aacc8.jpg,2,0.6985258
0,0,0,img_663ff2ba-d277-457f-aa7c-ef1c316f3567.jpg,5,0.7861079
0,0,0,img_885d3dfc-c709-4576-8684-2a6a8d5ab316.jpg,3,0.9672078
0,0,0,img_c22e388b-8915-4c57-9337-581404c61f4a.jpg,3,0.7493436
0,0,1,img_40d99fa4-ff1e-4211-9416-7fa87c4444d8.jpg,3,0.8181491
0,1,0,img_4e8f2bc6-ded2-431b-b58a-aff27fceb655.jpg,8,0.88705206
0,0,0,img_e0bab47a-8fcd-43f4-a6f8-385e95114fd7.jpg,9,0.75573045
0,0,0,img_f67e95a7-f3e2-49bc-beaa-837c9d8776b9.jpg,5,0.88202727
0,0,0,img_ee95621f-54c7-4764-943f-1db7f7750878.jpg,6,0.72850513
0,0,0,img_c877f3bf-258a-45c2-bd04-1edd73bde0c6.jpg,3,0.8978254
0,0,0,img_bb544e4c-4fb4-4c59-9a86-ef9169063bc0.jpg,0,0.6600523
0,0,0,img_f086a5fc-f7f7-4529-b9e6-5e88e458ff05.jpg,0,0.71950203
0,0,0,img_ba82b2e0-646e-4626-ae1a-281f865a0370.jpg,4,0.87978506
0,0,0,img_ab85f018-1969-46df-a3b9-4cb5fddb03ab.jpg,0,0.90001297
0,0,1,img_da806d7b-845d-4fae-99f8-70695383cbce.jpg,5,0.904744
0,1,0,img_da8cb6c9-e5e6-4870-8b1a-cd658788983f.jpg,9,0.833848
0,0,1,img_3679dff8-0c0f-4d4e-a872-e7c7cf7c4556.jpg,5,0.85021555
0,0,0,img_4fc659a9-364b-42cc-b95c-72eeaa669d24.jpg,1,0.73180264
0,1,1,img_e94aaa80-de3f-4003-9556-1afa4e56acad.jpg,5,0.8969116
0,0,1,img_b8424be3-fb3f-4903-a287-e36363e2206e.jpg,4,0.9210714
0,0,0,img_50928eca-24ef-4e93-9a16-f0d6d0a5f700.jpg,3,0.7028605
0,0,1,img_f7db2114-911c-4fd0-ac6e-fc2e24a64363.jpg,7,0.94095546
0,0,0,img_38d8a80b-a107-4750-9194-e61f9c4a5b57.jpg,3,0.78279644
0,0,0,img_2ec3d1ea-3976-45e8-9e3b-760181ded6ba.jpg,3,0.65323997
0,0,1,img_75888d39-f882-4c99-a49b-4301f23144aa.jpg,6,0.7934259
0,0,0,img_4eb60fd3-dd16-41f0-8729-dc69c2fa2823.jpg,4,0.795869
0,0,1,img_f31817f6-e184-40b3-8e49-49bbd83fd052.jpg,0,0.75878656
0,1,1,img_3dd5ce37-5e6e-4b32-92d4-4542776a065f.jpg,4,0.8610319
0,0,0,img_34ddca4d-5ac1-4830-b022-a2d642f096a6.jpg,5,0.8039037
0,1,0,img_acfb013d-6e04-4a59-94c1-439a9c9f37b4.jpg,5,0.9462043
0,0,1,img_493d72e5-566f-4a40-a347-6efa29d5de1e.jpg,3,0.5692421
0,0,1,img_e9a64120-96d1-4697-8fea-36b4a6bd1c36.jpg,0,0.79440844
0,1,1,img_319a6a7a-ffde-4eb3-b3d5-44eb8f04514c.jpg,5,0.8023451
0,0,0,img_9b2a6799-d3b7-41d9-be0d-75ea88df5b44.jpg,0,0.89716595
0,0,0,img_f4123adf-b652-449b-b446-e480db538409.jpg,8,0.60416794
0,0,0,img_66436388-8cf4-4bdf-be27-c046b4a9c67d.jpg,9,0.886453
0,0,1,img_a5e6f9bb-f197-4630-80bc-a6e92bf2379d.jpg,7,0.8440367
0,0,1,img_a8e2e593-7cff-4a5b-b188-8dd5d4f2bdcc.jpg,1,0.77226055
0,0,0,img_2b0467fd-3ad9-4eed-83ac-c032b1597545.jpg,9,0.83369875
