small_loss_estimate_clean,confidence_estimate_clean,gmm_estimate_clean,Image Name,Label,confidence_score
1,0,0,img_f56c2964-6649-40a9-82d7-6e627e3d5462.jpg,8,0.6800586
0,0,1,img_069a6f07-42f7-4944-b9e6-5e6a0501bab4.jpg,7,0.6538265
1,0,0,img_d250a58e-1e8f-4432-9fcf-99ecc464bbac.jpg,0,0.58354676
0,0,1,img_2cb266d3-4d2d-49c0-8b5f-95e4ff7ae37c.jpg,1,0.7706145
0,0,1,img_cbff09f9-d695-4bf4-839c-62eeb47c9699.jpg,7,0.64360964
0,0,0,img_3f3b419e-3f42-4f8f-a0a2-ed2d597c91d5.jpg,4,0.73865825
0,0,0,img_a5552f38-8cc9-469a-b97c-1e92bce2fe4b.jpg,3,0.619441
0,0,0,img_634241e4-0182-4d52-b837-5625a0bf04c9.jpg,3,0.7172872
1,0,1,img_3202585c-6acc-45b8-9ffc-d9756a24ec22.jpg,0,0.60022736
0,0,0,img_acde30ed-d19b-4943-9c8e-e5162c016cf6.jpg,2,0.57591856
1,0,0,img_e1458139-e828-479a-a2f7-9212be7a60dc.jpg,5,0.811474
0,0,0,img_86324b1c-a0e1-4a8a-84ca-262cfa5366c9.jpg,7,0.8559108
0,0,0,img_cef43513-41b4-4548-9037-79028c7594d5.jpg,3,0.6296212
0,0,1,img_ca78905e-9cd7-4080-8c04-c6deeb7cefbc.jpg,4,0.5579002
0,0,0,img_99e108a9-f0c6-4f93-8f76-043ac14c82cf.jpg,1,0.6703886
0,0,1,img_8ab0bdfe-9145-4eae-b145-f1275740ad8f.jpg,3,0.62126386
0,0,0,img_22d05232-18e7-430c-8b2d-34c237d8a263.jpg,6,0.84877074
0,0,0,img_c15c658f-eee3-4953-bf6c-50ece48e4def.jpg,0,0.7169567
0,0,0,img_6b99c727-03e8-4e26-90b2-3806a1a75910.jpg,0,0.80546206
1,0,0,img_ba2a3be6-d56e-4038-b937-596fca80a27d.jpg,2,0.7208713
0,0,0,img_a789284c-80c1-4c41-b04e-87d648a88876.jpg,7,0.70298564
0,0,0,img_b3f57b13-8fa6-472a-bc42-630069610032.jpg,5,0.6046471
0,0,1,img_a7911c2e-b45d-41b1-b68b-58113cda1958.jpg,7,0.7672603
0,0,0,img_198e8ba3-62bb-42f4-a50f-d76a69036672.jpg,4,0.6347997
1,0,0,img_7a31872d-7e0d-4b63-ab89-11fb221f551c.jpg,8,0.7888957
0,0,0,img_0fe188f9-552d-43c7-b964-f1b09b6dc692.jpg,0,0.55633765
1,0,1,img_2054d8d0-e284-43ab-bfb3-bcbbaa28d491.jpg,8,0.6023673
0,0,1,img_2f408897-408d-40a2-9a96-1f30e90fb619.jpg,1,0.5727848
0,0,0,img_36d12419-4401-4bb5-b8a4-c2c5358b199a.jpg,3,0.66146696
0,0,0,img_2b53b9b9-6bf0-492d-aaad-a80e6c962eb4.jpg,3,0.90302354
0,0,0,img_3b17d81a-f54b-4c5b-bb80-a128ed8a71c0.jpg,3,0.76507723
1,0,0,img_9323ccd1-63ec-488c-919c-69d5c939330a.jpg,2,0.86915004
0,0,1,img_7595a958-a716-40d5-a35a-9d213a375f9c.jpg,2,0.77232707
0,0,0,img_cfb92719-f654-49fb-aa8a-650d07ca63b5.jpg,4,0.8052478
0,0,1,img_22a56315-9a89-493b-80ed-86e236a8d9ef.jpg,2,0.69900393
0,0,0,img_a415e143-1449-4a4b-a565-3f524d192802.jpg,2,0.86575377
1,0,0,img_4703fa6f-69e0-48ce-8bc9-72f091f40cf9.jpg,9,0.822502
0,0,1,img_b7d8d808-f06e-45cc-8852-e64bf9872dd3.jpg,0,0.60286224
0,0,0,img_804257db-2669-49b0-aa1b-debab25e279e.jpg,0,0.6842402
0,0,0,img_54a96ff2-eb33-4e03-b398-42280ed05c34.jpg,3,0.7515178
1,0,1,img_264968aa-ae69-4ba2-87a2-4a9187663a0a.jpg,7,0.8679716
0,0,1,img_b7392f98-c24e-4814-90f7-c57a981e969e.jpg,3,0.7406548
0,0,0,img_179a43aa-737c-46ed-9ee6-c84eb2b60059.jpg,7,0.6271001
0,0,0,img_a3d9735a-a469-4bc4-81a8-040e846c2313.jpg,3,0.78384125
0,0,1,img_7ed2ed91-d1fe-4ad1-82bf-39e408a670a7.jpg,0,0.7478796
0,0,0,img_4a476e28-ec28-4f77-b985-ef8accdde5b4.jpg,0,0.60270125
0,0,0,img_54a33e39-e3ba-4507-a626-5cca817f7f32.jpg,0,0.8618597
0,0,0,img_8d90e727-422e-472e-9407-9e39f8203fca.jpg,5,0.85429585
0,0,1,img_c95069c4-d001-4651-87f7-a2df43f3ca11.jpg,2,0.6050178
1,0,0,img_514297f9-0503-42a9-9f2a-2a459f2605df.jpg,1,0.62092
0,0,0,img_e0084c7a-27b2-4b8a-9e67-60f7b924f35f.jpg,8,0.83264
1,0,1,img_4d9a4314-1faa-43a1-9faa-2188b589f44b.jpg,2,0.6899198
0,0,0,img_25158331-f797-40ad-ac48-4a4eba7b5f57.jpg,9,0.7024624
0,0,0,img_4d8e8af4-6685-4576-bead-009d80f0ba18.jpg,0,0.751311
1,0,1,img_5ff30104-b91b-4646-aa1c-b2a454c9d5cb.jpg,3,0.611791
0,0,0,img_608062ff-3d45-4d36-bf1d-460ad5e45f5d.jpg,8,0.678233
0,0,1,img_14cf3931-0409-4e02-9622-24ca858b93fe.jpg,0,0.81438386
0,0,0,img_302c86ff-512a-46a1-a32e-de2f9be5fb39.jpg,7,0.86175966
0,0,0,img_7a6c7a4d-7d97-43e7-9b32-8f56e6a4d544.jpg,1,0.91026384
0,0,0,img_c2e9b9f4-618f-421c-b0df-3394e06b10bc.jpg,3,0.90418434
0,0,0,img_7c7fd019-ae3d-4fee-8624-e73ca6b0d9fe.jpg,5,0.7817459
0,0,1,img_e1cb543c-e894-4f49-98a0-3fbd1c07cab0.jpg,4,0.8264853
0,0,0,img_628820e7-a418-4cef-b07d-611a5e7cc1f4.jpg,6,0.6030407
0,0,0,img_2742999c-dbf2-4561-9687-c2e8d33ed192.jpg,3,0.7232668
0,0,0,img_f3ef8635-c811-49f5-8318-9fa48e2932b2.jpg,4,0.70440656
0,0,1,img_c3a09fa6-2ef3-4902-868b-70e895ff6c11.jpg,9,0.7071365
0,0,1,img_f6b009a5-62d7-4875-886b-a031ab8dc8eb.jpg,6,0.6242883
0,0,0,img_e96828f5-a795-4eaf-a7c1-2090f27d677c.jpg,4,0.71796596
0,0,1,img_cdec2609-0e23-4aca-b8ef-c4e8f38ede65.jpg,4,0.75037664
1,0,1,img_c93f1689-339a-4182-94ad-e7d6f082cc07.jpg,0,0.6426352
0,0,0,img_e513b5cf-866a-4cbb-b7c1-260e61ed8e8a.jpg,5,0.5989125
0,0,1,img_a8970e0f-5034-4b78-abce-221e3a0dbcd3.jpg,4,0.7350247
1,0,0,img_63998e9f-2f8a-42b6-90be-cfee83b4304a.jpg,3,0.67392194
0,0,0,img_abeefe80-74e3-47f4-9a1d-fc317896da20.jpg,3,0.8782447
1,0,0,img_614623d5-1be2-4f29-aafc-32491df4354e.jpg,0,0.63058597
0,0,0,img_3ee18c6b-f851-4ab8-a011-200da708ecc6.jpg,7,0.6405468
0,0,1,img_e30990dd-61be-4239-918d-84f3ae169a5a.jpg,5,0.916073
1,0,0,img_cfe99f3f-e797-4151-9216-d8aaea37e0da.jpg,3,0.74525756
0,0,1,img_6e8ca779-3809-47cb-86e4-12c8ceba3bed.jpg,0,0.7809664
0,0,0,img_ec6df5d1-01d3-4b83-b647-26e57e48a497.jpg,0,0.80120707
0,0,1,img_5d277e03-8463-4b1d-8055-1f95c9737b1d.jpg,2,0.64905
0,0,0,img_aa4de5f3-3810-49d1-8338-dd03ec442ddc.jpg,0,0.7326101
0,0,1,img_05b43543-3480-4a7f-82a3-202715849a00.jpg,4,0.84564275
0,0,1,img_70040603-fe44-47ee-a608-3818d1a0adf9.jpg,0,0.64593565
0,0,0,img_4ed82dcf-1290-4155-9de0-ce9f478be21f.jpg,7,0.72903675
0,0,1,img_af2a505f-c47b-47ef-afbc-d6d6b026b1ea.jpg,6,0.6810541
0,0,0,img_02144535-fbe8-4040-9a6d-4f29c35a6819.jpg,6,0.6062255
0,0,0,img_74a77bc2-335b-493b-a765-e24eeaabbddb.jpg,0,0.7870521
0,0,0,img_76942b97-b42a-4e36-a0d3-c9d8bdc045e3.jpg,3,0.7751018
0,0,0,img_5258f7a3-d750-49e8-a107-6e635887b9c7.jpg,2,0.7283653
0,0,1,img_7d8df9ea-ca2d-45a4-b579-9589b25fa57b.jpg,0,0.8796837
0,0,0,img_865a415b-03c7-4a32-b48c-4082c81b3838.jpg,4,0.6811156
0,0,1,img_7b88e600-c9d0-43df-957c-2a3c3d2c4a8e.jpg,4,0.61926544
1,0,0,img_de7741ed-a482-4bcd-9fc0-7c548662b83b.jpg,9,0.8753532
0,0,0,img_7dbde598-2d2b-46b0-99c6-a9fecf1ed253.jpg,6,0.8160505
0,0,0,img_c6c9d8d6-0e39-4c18-b88f-bdc84aef5caf.jpg,9,0.7917117
0,0,1,img_29999c06-c4aa-4360-b3c2-dacdead1c1e1.jpg,7,0.9289106
1,0,0,img_1b438d9b-42d9-4516-90c9-1e7bbb210f22.jpg,3,0.81574786
0,0,0,img_8a6ca8ce-4e91-4575-b57c-4a1325477dd1.jpg,5,0.61142105
0,0,0,img_6077f9f2-a788-46b6-acbc-985dc9df39cd.jpg,4,0.6358177
0,0,0,img_eeea5e7f-c653-4a70-bee2-b8e1d5482a32.jpg,8,0.7488361
0,0,0,img_f5dd6973-7aa9-47e4-9859-fe1f0c8d45e6.jpg,0,0.7646102
1,0,0,img_55001e82-9650-4cb4-9521-e55948a3f617.jpg,9,0.83711874
1,0,0,img_2fb92e43-f0d1-4a4b-a81d-7d579e57ba9a.jpg,3,0.7087928
1,0,1,img_132ca71c-82d4-4ba6-a1f2-764bc3b14385.jpg,3,0.7877473
0,0,1,img_7aca600d-094f-43b2-8d12-a8ff3cb1cde0.jpg,3,0.80033225
0,0,0,img_02142619-15b1-4259-a980-4c72b793dc14.jpg,3,0.6844274
1,0,0,img_bb5d8733-2eb6-4af2-81c7-c0a1fb6c5be2.jpg,2,0.6367215
0,0,0,img_9d71eb7a-93ab-425c-84a6-8435e611b463.jpg,4,0.79652256
1,0,1,img_77f8e005-2ad9-41a2-b7ed-4c0895766736.jpg,3,0.82260144
0,0,0,img_e7096c8f-0c73-49f1-a007-c70524cd5e39.jpg,2,0.7669823
1,0,1,img_397579ef-ec23-45c1-a208-ea7dc7478b4b.jpg,0,0.70863014
0,0,0,img_5efd8909-dcd0-4080-82de-0f74575c70e7.jpg,9,0.804492
0,0,0,img_3ffe6d91-241f-4804-8ee6-b436a5d72772.jpg,3,0.8524705
0,0,0,img_71484132-1dc8-4adb-b447-de7501907f09.jpg,9,0.7385042
0,0,1,img_64685b92-9918-4cdb-9424-5302937b37e2.jpg,0,0.59443635
0,0,0,img_4c36fbd3-681d-4b74-bc86-45c3a07ac5cf.jpg,4,0.54902196
0,0,1,img_d02ed0a9-8121-47bd-b179-63c02b9c5224.jpg,1,0.7946182
0,0,0,img_426ce380-913f-4ee3-a7f9-10eb978c20bd.jpg,1,0.7310531
0,0,1,img_6bf9a17a-ccb0-46ff-ab07-5b93ad39a957.jpg,0,0.76247513
0,0,0,img_e043797d-f385-493d-bdfb-6eebfcd12525.jpg,3,0.7235055
0,0,1,img_f3383606-8583-4c63-8634-5cd1e3802c8d.jpg,4,0.7950137
0,0,0,img_0c40fc75-906f-45ff-802d-b041575c8b18.jpg,9,0.58058655
0,0,0,img_c89dd520-c7e3-4ee4-8b18-004bc47f9a1d.jpg,1,0.70505303
1,0,0,img_2f0e75e9-47bd-493b-8888-ba3b74aa5dea.jpg,7,0.74489
1,0,0,img_6bcf120e-8bbc-47c0-b6ca-b2ddc522865e.jpg,5,0.6444551
1,0,0,img_471d00d3-8bec-4862-bee6-4845ab52db64.jpg,9,0.77700645
0,0,1,img_d6fefb70-fbc9-44c2-84e2-b8b9d9b17ccd.jpg,3,0.7473706
0,0,1,img_ac5e35e9-92fe-4d77-bf3c-de3db4e22edd.jpg,7,0.6166891
1,0,0,img_d107d943-3011-48b4-9a79-835aebca8794.jpg,3,0.8548417
0,0,1,img_969e887e-235d-4c2c-9697-503a815edab3.jpg,6,0.79942787
0,0,1,img_54a25504-fd44-40b8-9f56-4b6febae6ffc.jpg,6,0.8080939
0,0,1,img_7a646ca9-eda7-4821-8878-6686c3ca57b5.jpg,7,0.7786754
1,0,0,img_ee5e242a-abdd-4088-91b0-991e9186f5d0.jpg,5,0.7552628
0,0,0,img_cac4fb87-ac53-49c7-bbd2-397a82d025da.jpg,0,0.7219981
0,0,1,img_8beaeb1c-27c2-4795-b870-88bd3850df21.jpg,9,0.775389
1,0,0,img_370e867f-a540-4363-8bac-8a4fcac6ff96.jpg,2,0.8089386
0,0,0,img_59b04626-bcc0-4642-9c03-f9cff9f1250d.jpg,2,0.6709647
1,0,1,img_077d341a-8e96-45a8-8e05-618a016e2ebe.jpg,4,0.8417791
0,0,1,img_f34cb583-6c90-44d7-9d23-53b6b7b2c5d3.jpg,0,0.7454101
0,0,0,img_0294383b-3b4e-495f-a22d-5b96822a3bd6.jpg,1,0.5784329
0,0,0,img_2b99cde2-0228-4be9-9d44-ca1f8f7b9ae3.jpg,5,0.6234812
0,0,0,img_53d8aa29-05e9-4aa9-a258-a926d5baafe1.jpg,3,0.79467237
1,0,0,img_0ce8ed7b-7f23-42a2-a4c7-94489c85f5d3.jpg,8,0.79986554
0,0,1,img_985e1949-bd18-4d29-a273-aee9f767430e.jpg,7,0.851205
0,0,0,img_d2ef1a4f-8080-4412-9385-060dfa986c69.jpg,2,0.70316374
0,0,0,img_cccbb4c0-7180-47ba-a746-054974df3024.jpg,7,0.89327395
0,0,0,img_d949b282-1da4-454b-bfa9-df74a228c00b.jpg,6,0.6832007
0,0,1,img_aad9a64b-9ada-4904-9a12-e63b6c05e1f6.jpg,9,0.7020797
0,0,0,img_651e84ca-dc8e-4e58-a5f7-2ead4ce359ee.jpg,3,0.6837033
0,0,0,img_81659f4a-08f1-4a6d-9514-4d086b4b884a.jpg,8,0.8484827
0,0,0,img_cc0491fc-6b0b-4eff-b822-49b4a7446743.jpg,2,0.86432123
0,0,1,img_3616198e-e6dc-47c5-866c-0417b1cf5ef7.jpg,7,0.86663276
0,0,1,img_95f00bc9-a6f5-414b-8290-a1c2424712d5.jpg,8,0.79941165
0,0,0,img_9034b958-e085-4277-a86e-2a940f4f22f9.jpg,0,0.8324642
0,0,1,img_327ee1b6-2f9f-4f0e-88dd-2b11f47512c8.jpg,4,0.58377665
1,0,0,img_dc2de56e-b358-4f68-959c-603a68fa2519.jpg,8,0.859023
0,0,0,img_edea1833-f293-4d5c-a9c7-b64965a744c9.jpg,7,0.8652161
0,0,0,img_083a3a1a-5300-456c-b5c7-2b6728ce1284.jpg,9,0.653241
1,0,0,img_d75ab9ef-1dde-472a-9ce1-6ec9a0be56a5.jpg,9,0.8075924
0,0,1,img_451bdae7-9c06-4b60-8b26-6931c2138bd3.jpg,3,0.7764446
0,0,1,img_6783f7e2-fcaa-455b-a629-00b0979ffe57.jpg,0,0.66927123
0,0,0,img_6e9c0c27-56a8-4034-ad6b-058e256372b9.jpg,0,0.62706935
0,0,0,img_93bb4fc8-88f7-4a66-b50d-5f0e9b15eb4f.jpg,0,0.7000332
0,0,1,img_9cc13bc0-14d9-4132-89b8-e694e69fd99a.jpg,7,0.7887395
1,0,1,img_9ed823db-994a-409e-9e69-b3dd6ff53a62.jpg,6,0.92593384
0,0,0,img_d22bea54-5f61-4b02-bf66-4f4fa2845a80.jpg,1,0.6323122
1,0,0,img_2d20d756-a9d6-4df5-b539-bdab191fa126.jpg,0,0.6843915
0,0,0,img_3681fc05-e052-4bac-b9c0-2532284eaad6.jpg,4,0.88620627
0,0,1,img_fcd9d091-34e9-4723-9f80-e1bb73934801.jpg,5,0.8114109
0,0,1,img_c745116c-c683-4d90-bd66-5aec9e2797ef.jpg,4,0.6416383
0,0,0,img_3fc86009-3742-4d64-ad2f-440209ae8dd3.jpg,7,0.91362935
0,0,0,img_65978b2b-2ead-49d9-a78b-3a79ebb13b9c.jpg,3,0.6392806
0,0,0,img_797a3669-9c27-4eb5-a47f-db9be1295885.jpg,5,0.5652054
0,0,0,img_ef31573e-90aa-4070-a4c0-b559fad0790a.jpg,3,0.8241482
1,0,1,img_5b176ced-0f41-41c6-b638-6044ceb7ab32.jpg,8,0.7106103
0,0,0,img_8b5b3c60-a7ea-4938-bc7d-d6c695af143a.jpg,9,0.6250677
0,0,1,img_9f9ae849-4fd3-4192-9a31-b3e48b6b25d4.jpg,0,0.8071105
0,0,0,img_34ccfd07-3e8a-4b58-bb9c-fc43ec31e70e.jpg,7,0.7003759
1,0,0,img_b5d15e9f-0552-4318-8f5d-b12595c81618.jpg,9,0.80683756
0,0,0,img_748eb1ea-a98c-48d0-9831-20b5dc9b9eb2.jpg,3,0.6398775
0,0,1,img_50638904-4bc7-4fe5-97b8-4ac7cd9aacc8.jpg,2,0.6782743
0,0,0,img_663ff2ba-d277-457f-aa7c-ef1c316f3567.jpg,5,0.7041247
0,0,0,img_885d3dfc-c709-4576-8684-2a6a8d5ab316.jpg,3,0.85515296
0,0,0,img_c22e388b-8915-4c57-9337-581404c61f4a.jpg,3,0.6670196
0,0,1,img_40d99fa4-ff1e-4211-9416-7fa87c4444d8.jpg,3,0.6349542
1,0,1,img_29bb0fa3-1a90-477e-88fb-0f1a8cc309ef.jpg,4,0.75948006
0,0,0,img_e0bab47a-8fcd-43f4-a6f8-385e95114fd7.jpg,9,0.7465982
1,0,0,img_aee8459b-110d-41ea-9376-5cb1853e78a6.jpg,8,0.7578107
0,0,0,img_f67e95a7-f3e2-49bc-beaa-837c9d8776b9.jpg,5,0.6598622
0,0,0,img_ee95621f-54c7-4764-943f-1db7f7750878.jpg,6,0.77453125
1,0,0,img_ae0d71a2-6d74-406d-ac8d-4be440133a5d.jpg,7,0.9016264
0,0,0,img_c877f3bf-258a-45c2-bd04-1edd73bde0c6.jpg,3,0.82966375
0,0,0,img_bb544e4c-4fb4-4c59-9a86-ef9169063bc0.jpg,0,0.6207153
0,0,0,img_f086a5fc-f7f7-4529-b9e6-5e88e458ff05.jpg,0,0.5967619
0,0,0,img_ba82b2e0-646e-4626-ae1a-281f865a0370.jpg,4,0.7140404
0,0,0,img_ab85f018-1969-46df-a3b9-4cb5fddb03ab.jpg,0,0.77919215
0,0,1,img_da806d7b-845d-4fae-99f8-70695383cbce.jpg,5,0.68722475
0,0,1,img_3679dff8-0c0f-4d4e-a872-e7c7cf7c4556.jpg,5,0.72925025
0,0,0,img_4fc659a9-364b-42cc-b95c-72eeaa669d24.jpg,1,0.7078778
1,0,0,img_6f9e83f1-0986-483a-8116-9992b6b43638.jpg,1,0.56747276
0,0,1,img_b8424be3-fb3f-4903-a287-e36363e2206e.jpg,4,0.7989587
0,0,0,img_50928eca-24ef-4e93-9a16-f0d6d0a5f700.jpg,3,0.7774054
1,0,0,img_5c0b5491-d62b-42be-aefa-90df8897902c.jpg,0,0.7502054
1,0,0,img_03c12b7a-8d24-41dc-b8b1-47dc6d6194f6.jpg,7,0.80580807
0,0,1,img_f7db2114-911c-4fd0-ac6e-fc2e24a64363.jpg,7,0.72263336
1,0,0,img_01fa4e9c-9453-41ac-9c9a-1775493ea4bc.jpg,8,0.8655979
0,0,0,img_38d8a80b-a107-4750-9194-e61f9c4a5b57.jpg,3,0.62720853
0,0,0,img_2ec3d1ea-3976-45e8-9e3b-760181ded6ba.jpg,3,0.60547894
0,0,1,img_75888d39-f882-4c99-a49b-4301f23144aa.jpg,6,0.7281872
1,0,1,img_251e3293-14b5-4021-846d-6a1b5d53c208.jpg,9,0.83034545
1,0,1,img_8e1bbef5-a9e1-4ee7-9035-ee75bbf5d259.jpg,9,0.9037765
0,0,0,img_4eb60fd3-dd16-41f0-8729-dc69c2fa2823.jpg,4,0.6976179
1,0,1,img_b1463313-aea4-4cac-9bec-f5f9c082f499.jpg,9,0.836736
0,0,1,img_f31817f6-e184-40b3-8e49-49bbd83fd052.jpg,0,0.65865374
0,0,0,img_34ddca4d-5ac1-4830-b022-a2d642f096a6.jpg,5,0.5482496
0,0,1,img_493d72e5-566f-4a40-a347-6efa29d5de1e.jpg,3,0.6421186
0,0,1,img_e9a64120-96d1-4697-8fea-36b4a6bd1c36.jpg,0,0.64818925
0,0,0,img_9b2a6799-d3b7-41d9-be0d-75ea88df5b44.jpg,0,0.79195243
0,0,0,img_f4123adf-b652-449b-b446-e480db538409.jpg,8,0.75674546
0,0,0,img_66436388-8cf4-4bdf-be27-c046b4a9c67d.jpg,9,0.79974663
0,0,1,img_a5e6f9bb-f197-4630-80bc-a6e92bf2379d.jpg,7,0.70572376
0,0,1,img_a8e2e593-7cff-4a5b-b188-8dd5d4f2bdcc.jpg,1,0.61312467
0,0,0,img_2b0467fd-3ad9-4eed-83ac-c032b1597545.jpg,9,0.8366706
0,0,0,img_959df3a2-efea-4940-965d-b95b1da08800.jpg,2,0.7264265
0,0,1,img_e1b293d8-5a12-4727-a57c-da119b12e906.jpg,0,0.69483805
0,0,1,img_4e99eb88-6733-4d70-967f-f41b527b6fa5.jpg,0,0.6542779
1,0,0,img_e35c242c-a401-416c-a8c1-6b3472e78691.jpg,9,0.8186617
0,0,0,img_165d28ea-85a0-4194-b3ac-7545b210a766.jpg,3,0.8260954
0,0,0,img_4a57f46f-5bc0-4a54-8bf0-0f8a2518741f.jpg,3,0.7358742
0,0,1,img_51924b3e-244b-4c74-8a3b-a50282c74199.jpg,0,0.81781596
0,0,1,img_851f2bd1-5e9a-40d7-b27d-964339c823e2.jpg,5,0.72586143
1,0,0,img_e1934ae3-9732-41fb-9674-2e6495d357a8.jpg,0,0.82467234
1,0,0,img_92838f61-a118-4519-878a-22046587b0c7.jpg,3,0.769406
0,0,0,img_9aa8d274-4935-4dee-9482-c293000be96b.jpg,4,0.83846396
0,0,0,img_4a073ce0-de41-40c7-9e33-5022f433d9cc.jpg,4,0.7162552
0,0,0,img_33f78ac9-43c0-44be-a5f1-c62a909f758f.jpg,0,0.84621465
1,0,1,img_0cf97918-2bc0-4240-847c-70fc9d33e8b5.jpg,7,0.85157365
