small_loss_estimate_clean,confidence_estimate_clean,gmm_estimate_clean,Image Name,Label,gmm_score
0,1,0,img_cb985414-55d5-4526-949f-796ed014a261.jpg,4,0.743263
0,0,0,img_cef43513-41b4-4548-9037-79028c7594d5.jpg,3,0.634664
0,0,0,img_99e108a9-f0c6-4f93-8f76-043ac14c82cf.jpg,1,0.5925965
0,1,0,img_28b513e4-df35-4da0-8835-6b390f9edba2.jpg,9,0.663093
0,0,0,img_22d05232-18e7-430c-8b2d-34c237d8a263.jpg,6,0.86086273
0,0,0,img_c15c658f-eee3-4953-bf6c-50ece48e4def.jpg,0,0.71908534
1,1,0,img_7676f5e0-e1f7-4872-955d-627a9004902a.jpg,4,0.65158206
0,0,0,img_6b99c727-03e8-4e26-90b2-3806a1a75910.jpg,0,0.6771406
1,0,0,img_ba2a3be6-d56e-4038-b937-596fca80a27d.jpg,2,0.69206953
0,0,0,img_a789284c-80c1-4c41-b04e-87d648a88876.jpg,7,0.5665733
1,1,0,img_65de5167-c22b-45c6-92dd-eba5cfe42cbf.jpg,8,0.67827845
0,0,0,img_b3f57b13-8fa6-472a-bc42-630069610032.jpg,5,0.604677
1,1,0,img_86401393-e496-4329-8616-0d5dbff86aa1.jpg,4,0.74038
0,0,0,img_198e8ba3-62bb-42f4-a50f-d76a69036672.jpg,4,0.81789434
1,1,0,img_98dec597-6c03-450b-a932-a0e9987be553.jpg,7,0.8444406
1,1,0,img_0ca5276e-6d65-42b6-a46f-cdc16ebd7569.jpg,4,0.69998115
1,0,0,img_7a31872d-7e0d-4b63-ab89-11fb221f551c.jpg,8,0.78514946
0,0,0,img_0fe188f9-552d-43c7-b964-f1b09b6dc692.jpg,0,0.66770345
0,0,0,img_36d12419-4401-4bb5-b8a4-c2c5358b199a.jpg,3,0.7002455
0,0,0,img_2b53b9b9-6bf0-492d-aaad-a80e6c962eb4.jpg,3,0.83231795
0,0,0,img_3b17d81a-f54b-4c5b-bb80-a128ed8a71c0.jpg,3,0.6691303
1,0,0,img_9323ccd1-63ec-488c-919c-69d5c939330a.jpg,2,0.70568156
0,0,0,img_cfb92719-f654-49fb-aa8a-650d07ca63b5.jpg,4,0.85148317
0,0,0,img_a415e143-1449-4a4b-a565-3f524d192802.jpg,2,0.6864047
1,0,0,img_4703fa6f-69e0-48ce-8bc9-72f091f40cf9.jpg,9,0.8216001
0,0,0,img_804257db-2669-49b0-aa1b-debab25e279e.jpg,0,0.7143631
0,0,0,img_54a96ff2-eb33-4e03-b398-42280ed05c34.jpg,3,0.66462135
1,1,0,img_1fb97d9f-8381-4aa9-8973-f586bfbdcf93.jpg,3,0.7242627
0,1,0,img_131fb962-5d8c-4e96-ab62-90881b309794.jpg,3,0.7302349
0,0,0,img_179a43aa-737c-46ed-9ee6-c84eb2b60059.jpg,7,0.6264092
0,0,0,img_a3d9735a-a469-4bc4-81a8-040e846c2313.jpg,3,0.58155155
0,0,0,img_4a476e28-ec28-4f77-b985-ef8accdde5b4.jpg,0,0.62500966
0,1,0,img_e0eb51ac-b4cf-4262-a449-74feca875247.jpg,3,0.63071716
0,0,0,img_54a33e39-e3ba-4507-a626-5cca817f7f32.jpg,0,0.7834877
1,1,0,img_79958049-bcd4-4c0e-8c14-119feabec007.jpg,7,0.87523663
1,1,0,img_27aeef2c-b13b-4460-ab19-a5181624adb6.jpg,4,0.8451788
0,0,0,img_8d90e727-422e-472e-9407-9e39f8203fca.jpg,5,0.7161174
1,0,0,img_514297f9-0503-42a9-9f2a-2a459f2605df.jpg,1,0.5534831
0,0,0,img_e0084c7a-27b2-4b8a-9e67-60f7b924f35f.jpg,8,0.7094161
0,1,0,img_236c656e-ed4a-42a2-9a6d-20861392158f.jpg,5,0.8386734
0,0,0,img_25158331-f797-40ad-ac48-4a4eba7b5f57.jpg,9,0.64453834
0,0,0,img_4d8e8af4-6685-4576-bead-009d80f0ba18.jpg,0,0.6017154
0,0,0,img_608062ff-3d45-4d36-bf1d-460ad5e45f5d.jpg,8,0.70222837
1,1,0,img_0d571a35-e89e-42a8-860b-003fc4ed06cf.jpg,8,0.7072009
0,0,0,img_302c86ff-512a-46a1-a32e-de2f9be5fb39.jpg,7,0.79252636
0,0,0,img_7a6c7a4d-7d97-43e7-9b32-8f56e6a4d544.jpg,1,0.8801054
0,0,0,img_c2e9b9f4-618f-421c-b0df-3394e06b10bc.jpg,3,0.8554093
0,0,0,img_7c7fd019-ae3d-4fee-8624-e73ca6b0d9fe.jpg,5,0.81368315
1,1,0,img_995664b3-88e0-4f79-ae73-3bad86fcd847.jpg,4,0.73346597
0,1,0,img_27ad4782-2cb8-4804-820f-d2b33f100b6b.jpg,5,0.8634329
0,0,0,img_628820e7-a418-4cef-b07d-611a5e7cc1f4.jpg,6,0.6591523
0,1,0,img_600f7be3-6ebe-40fc-8a78-151ca8633708.jpg,7,0.83609664
0,0,0,img_2742999c-dbf2-4561-9687-c2e8d33ed192.jpg,3,0.72257
0,0,0,img_f3ef8635-c811-49f5-8318-9fa48e2932b2.jpg,4,0.6593082
0,1,0,img_a495cfb2-f121-47ab-9026-a76c739cf5f6.jpg,6,0.5644568
0,0,0,img_e96828f5-a795-4eaf-a7c1-2090f27d677c.jpg,4,0.7320592
0,1,0,img_c32064b9-a28a-41c5-9269-0aa49226d745.jpg,0,0.6680628
0,1,0,img_9069e0ea-f0bd-4229-b75a-f45313704431.jpg,8,0.78036535
0,0,0,img_e513b5cf-866a-4cbb-b7c1-260e61ed8e8a.jpg,5,0.6296775
1,0,0,img_63998e9f-2f8a-42b6-90be-cfee83b4304a.jpg,3,0.64812505
0,0,0,img_abeefe80-74e3-47f4-9a1d-fc317896da20.jpg,3,0.83200467
1,0,0,img_614623d5-1be2-4f29-aafc-32491df4354e.jpg,0,0.5257404
0,0,0,img_3ee18c6b-f851-4ab8-a011-200da708ecc6.jpg,7,0.6049858
1,0,0,img_cfe99f3f-e797-4151-9216-d8aaea37e0da.jpg,3,0.79161435
0,0,0,img_ec6df5d1-01d3-4b83-b647-26e57e48a497.jpg,0,0.684044
0,0,0,img_aa4de5f3-3810-49d1-8338-dd03ec442ddc.jpg,0,0.76615894
1,1,0,img_21a3065c-281e-47da-8fa3-2147013b99fa.jpg,6,0.7932867
0,0,0,img_4ed82dcf-1290-4155-9de0-ce9f478be21f.jpg,7,0.80430955
0,0,0,img_02144535-fbe8-4040-9a6d-4f29c35a6819.jpg,6,0.74542093
0,0,0,img_74a77bc2-335b-493b-a765-e24eeaabbddb.jpg,0,0.74415785
0,0,0,img_76942b97-b42a-4e36-a0d3-c9d8bdc045e3.jpg,3,0.7678097
0,0,0,img_5258f7a3-d750-49e8-a107-6e635887b9c7.jpg,2,0.72031
0,0,0,img_865a415b-03c7-4a32-b48c-4082c81b3838.jpg,4,0.707022
0,1,0,img_ecb0812d-ad5f-43ea-92d1-7fb76470283c.jpg,4,0.7516974
1,0,0,img_de7741ed-a482-4bcd-9fc0-7c548662b83b.jpg,9,0.7918952
0,0,0,img_7dbde598-2d2b-46b0-99c6-a9fecf1ed253.jpg,6,0.66925955
1,1,0,img_704bca32-9498-4d18-98c5-1a7426eeac95.jpg,4,0.8689535
0,0,0,img_c6c9d8d6-0e39-4c18-b88f-bdc84aef5caf.jpg,9,0.6987281
1,0,0,img_1b438d9b-42d9-4516-90c9-1e7bbb210f22.jpg,3,0.80832833
0,1,0,img_54077457-014b-40f1-bdf8-b237e69fa53b.jpg,3,0.64332473
0,0,0,img_8a6ca8ce-4e91-4575-b57c-4a1325477dd1.jpg,5,0.7691113
0,0,0,img_6077f9f2-a788-46b6-acbc-985dc9df39cd.jpg,4,0.65367794
0,0,0,img_eeea5e7f-c653-4a70-bee2-b8e1d5482a32.jpg,8,0.85333794
0,1,0,img_d66dc864-a8b5-4f4a-87ce-48c9ed050635.jpg,4,0.60838944
0,0,0,img_f5dd6973-7aa9-47e4-9859-fe1f0c8d45e6.jpg,0,0.72397053
0,1,0,img_4328fe36-ae8b-49f1-bbee-ef1b83b6f8cc.jpg,6,0.71974176
1,0,0,img_55001e82-9650-4cb4-9521-e55948a3f617.jpg,9,0.8043884
1,0,0,img_2fb92e43-f0d1-4a4b-a81d-7d579e57ba9a.jpg,3,0.6417432
0,1,0,img_1b147f91-e44b-41b2-8899-49cf235aed80.jpg,3,0.76806295
0,0,0,img_02142619-15b1-4259-a980-4c72b793dc14.jpg,3,0.7191225
1,0,0,img_bb5d8733-2eb6-4af2-81c7-c0a1fb6c5be2.jpg,2,0.63992655
0,1,0,img_4dc6e619-f8da-4654-acf2-81d95ccf0e81.jpg,4,0.746174
1,1,0,img_62929c5c-f452-43de-a055-fa64a208d175.jpg,8,0.65337026
0,0,0,img_9d71eb7a-93ab-425c-84a6-8435e611b463.jpg,4,0.7751037
1,1,0,img_1c5b7f79-bc64-4e51-8877-7e31be519ee7.jpg,4,0.771637
0,0,0,img_e7096c8f-0c73-49f1-a007-c70524cd5e39.jpg,2,0.6865078
0,0,0,img_5efd8909-dcd0-4080-82de-0f74575c70e7.jpg,9,0.79061735
0,0,0,img_3ffe6d91-241f-4804-8ee6-b436a5d72772.jpg,3,0.81816566
0,0,0,img_71484132-1dc8-4adb-b447-de7501907f09.jpg,9,0.6188637
1,1,0,img_c1411e84-6601-4dbf-9102-33b1dc88ceb4.jpg,3,0.6406026
0,0,0,img_4c36fbd3-681d-4b74-bc86-45c3a07ac5cf.jpg,4,0.60238224
0,0,0,img_426ce380-913f-4ee3-a7f9-10eb978c20bd.jpg,1,0.5854143
0,1,0,img_6bd5c0e7-cdd5-47c9-9011-417fbfd23f81.jpg,3,0.7552097
0,0,0,img_e043797d-f385-493d-bdfb-6eebfcd12525.jpg,3,0.7182637
0,1,0,img_e3cd6e10-12d0-44a6-9165-b6bcb48b2878.jpg,4,0.6814482
0,0,0,img_0c40fc75-906f-45ff-802d-b041575c8b18.jpg,9,0.6796409
0,0,0,img_c89dd520-c7e3-4ee4-8b18-004bc47f9a1d.jpg,1,0.7769977
1,0,0,img_2f0e75e9-47bd-493b-8888-ba3b74aa5dea.jpg,7,0.72473127
1,0,0,img_6bcf120e-8bbc-47c0-b6ca-b2ddc522865e.jpg,5,0.6575352
1,0,0,img_471d00d3-8bec-4862-bee6-4845ab52db64.jpg,9,0.6667394
1,1,0,img_07d632f5-d336-4b1e-bcd4-a33310187b09.jpg,9,0.6605564
0,1,0,img_6dcf07d9-54e2-43e3-8072-67aa7a6c7889.jpg,2,0.65046275
0,1,0,img_ed905dc6-28b1-4fb6-adf5-9f113cf096a5.jpg,6,0.69699764
1,0,0,img_d107d943-3011-48b4-9a79-835aebca8794.jpg,3,0.78625
1,1,0,img_47fba7fe-c722-435c-9056-4234156b991a.jpg,7,0.6993011
1,0,0,img_ee5e242a-abdd-4088-91b0-991e9186f5d0.jpg,5,0.7808908
0,1,0,img_6093bda8-64e6-43bb-a1b9-b0599c2d413c.jpg,0,0.7379376
0,1,0,img_b58685a1-dcf8-4cdd-bb89-a9f01f9449c9.jpg,1,0.6237614
0,0,0,img_cac4fb87-ac53-49c7-bbd2-397a82d025da.jpg,0,0.67000765
1,0,0,img_370e867f-a540-4363-8bac-8a4fcac6ff96.jpg,2,0.6293608
0,0,0,img_59b04626-bcc0-4642-9c03-f9cff9f1250d.jpg,2,0.6899842
0,1,0,img_7246c06b-d38c-44c7-b0d7-a171bba6b3c9.jpg,4,0.75952876
1,1,0,img_b474cba3-1fb3-4d5e-b2d1-c8e03cddd233.jpg,8,0.7198571
0,0,0,img_0294383b-3b4e-495f-a22d-5b96822a3bd6.jpg,1,0.67914337
0,1,0,img_4ab12593-d175-40d6-8511-919828705fe9.jpg,4,0.70729715
0,0,0,img_2b99cde2-0228-4be9-9d44-ca1f8f7b9ae3.jpg,5,0.84240836
1,1,0,img_c0ae7ec5-1cde-48bd-bcda-c9c32b568a5b.jpg,7,0.817088
0,0,0,img_53d8aa29-05e9-4aa9-a258-a926d5baafe1.jpg,3,0.77557856
1,0,0,img_0ce8ed7b-7f23-42a2-a4c7-94489c85f5d3.jpg,8,0.71093
0,0,0,img_d2ef1a4f-8080-4412-9385-060dfa986c69.jpg,2,0.71542567
0,0,0,img_cccbb4c0-7180-47ba-a746-054974df3024.jpg,7,0.8592135
0,0,0,img_d949b282-1da4-454b-bfa9-df74a228c00b.jpg,6,0.5714089
0,0,0,img_651e84ca-dc8e-4e58-a5f7-2ead4ce359ee.jpg,3,0.6697797
0,1,0,img_a547c45f-e8c3-40dd-9d61-60b226e270a8.jpg,0,0.65638447
0,0,0,img_81659f4a-08f1-4a6d-9514-4d086b4b884a.jpg,8,0.8602072
0,0,0,img_cc0491fc-6b0b-4eff-b822-49b4a7446743.jpg,2,0.7614617
0,1,0,img_9a9d57e4-f3d2-456d-8c84-259ffe5b2f59.jpg,5,0.8497671
0,0,0,img_9034b958-e085-4277-a86e-2a940f4f22f9.jpg,0,0.8621303
1,0,0,img_dc2de56e-b358-4f68-959c-603a68fa2519.jpg,8,0.7004329
0,0,0,img_edea1833-f293-4d5c-a9c7-b64965a744c9.jpg,7,0.8052541
0,0,0,img_083a3a1a-5300-456c-b5c7-2b6728ce1284.jpg,9,0.5926925
1,0,0,img_d75ab9ef-1dde-472a-9ce1-6ec9a0be56a5.jpg,9,0.7504982
0,1,0,img_7ad43789-d6b0-49d1-aa9e-11b9c89b32aa.jpg,4,0.65221024
0,0,0,img_6e9c0c27-56a8-4034-ad6b-058e256372b9.jpg,0,0.7564948
0,0,0,img_93bb4fc8-88f7-4a66-b50d-5f0e9b15eb4f.jpg,0,0.7356518
0,0,0,img_d22bea54-5f61-4b02-bf66-4f4fa2845a80.jpg,1,0.6059234
1,0,0,img_2d20d756-a9d6-4df5-b539-bdab191fa126.jpg,0,0.58595675
0,1,0,img_023cbfce-ebd6-4ede-ae25-966b6761dcf6.jpg,2,0.61133707
0,0,0,img_3681fc05-e052-4bac-b9c0-2532284eaad6.jpg,4,0.8123391
0,0,0,img_3fc86009-3742-4d64-ad2f-440209ae8dd3.jpg,7,0.90693253
0,0,0,img_65978b2b-2ead-49d9-a78b-3a79ebb13b9c.jpg,3,0.6815409
0,0,0,img_797a3669-9c27-4eb5-a47f-db9be1295885.jpg,5,0.6335997
0,0,0,img_ef31573e-90aa-4070-a4c0-b559fad0790a.jpg,3,0.76745695
0,1,0,img_5b7ffb3b-3243-45c2-b366-24dc87562b9d.jpg,2,0.84017503
1,1,0,img_c32708ca-1749-4e02-bc92-d21595c8310d.jpg,4,0.72914016
0,0,0,img_8b5b3c60-a7ea-4938-bc7d-d6c695af143a.jpg,9,0.55756474
0,1,0,img_c70f755a-1b3f-41b6-8f1e-03acf0249be1.jpg,7,0.5821867
0,0,0,img_34ccfd07-3e8a-4b58-bb9c-fc43ec31e70e.jpg,7,0.7291496
1,1,0,img_7da43f2a-f126-40ef-9ee3-63b03f0c1fa3.jpg,3,0.8016731
1,0,0,img_b5d15e9f-0552-4318-8f5d-b12595c81618.jpg,9,0.66257477
0,0,0,img_748eb1ea-a98c-48d0-9831-20b5dc9b9eb2.jpg,3,0.6232799
0,0,0,img_663ff2ba-d277-457f-aa7c-ef1c316f3567.jpg,5,0.6042572
0,0,0,img_885d3dfc-c709-4576-8684-2a6a8d5ab316.jpg,3,0.8025249
1,1,0,img_c4001e4a-910c-439e-8134-a0f37a3697c3.jpg,3,0.7222427
0,0,0,img_c22e388b-8915-4c57-9337-581404c61f4a.jpg,3,0.6441442
0,1,0,img_4e8f2bc6-ded2-431b-b58a-aff27fceb655.jpg,8,0.81996423
0,0,0,img_e0bab47a-8fcd-43f4-a6f8-385e95114fd7.jpg,9,0.7652671
1,0,0,img_aee8459b-110d-41ea-9376-5cb1853e78a6.jpg,8,0.7941612
0,0,0,img_f67e95a7-f3e2-49bc-beaa-837c9d8776b9.jpg,5,0.75755864
0,0,0,img_ee95621f-54c7-4764-943f-1db7f7750878.jpg,6,0.7585266
1,0,0,img_ae0d71a2-6d74-406d-ac8d-4be440133a5d.jpg,7,0.7653904
1,1,0,img_1c9fc0ff-402c-4b82-a594-5b9ddcc27e24.jpg,4,0.8439366
0,0,0,img_c877f3bf-258a-45c2-bd04-1edd73bde0c6.jpg,3,0.87711746
0,0,0,img_bb544e4c-4fb4-4c59-9a86-ef9169063bc0.jpg,0,0.5673673
0,0,0,img_f086a5fc-f7f7-4529-b9e6-5e88e458ff05.jpg,0,0.5604588
0,0,0,img_ba82b2e0-646e-4626-ae1a-281f865a0370.jpg,4,0.65710574
0,0,0,img_ab85f018-1969-46df-a3b9-4cb5fddb03ab.jpg,0,0.67786944
0,1,0,img_da8cb6c9-e5e6-4870-8b1a-cd658788983f.jpg,9,0.8043245
1,1,0,img_af8534cd-c625-4167-99e5-5db4cae7bc85.jpg,4,0.8595789
0,0,0,img_4fc659a9-364b-42cc-b95c-72eeaa669d24.jpg,1,0.62718207
1,1,0,img_83f1f0bd-e095-42a0-b091-77619fb56c2d.jpg,6,0.7118405
1,0,0,img_6f9e83f1-0986-483a-8116-9992b6b43638.jpg,1,0.6491157
0,0,0,img_50928eca-24ef-4e93-9a16-f0d6d0a5f700.jpg,3,0.6691011
1,0,0,img_5c0b5491-d62b-42be-aefa-90df8897902c.jpg,0,0.7931589
1,0,0,img_03c12b7a-8d24-41dc-b8b1-47dc6d6194f6.jpg,7,0.74809146
1,1,0,img_f886f38d-b758-4053-a3f5-07542934e565.jpg,4,0.7955191
1,0,0,img_01fa4e9c-9453-41ac-9c9a-1775493ea4bc.jpg,8,0.7308415
0,0,0,img_38d8a80b-a107-4750-9194-e61f9c4a5b57.jpg,3,0.68029845
0,0,0,img_2ec3d1ea-3976-45e8-9e3b-760181ded6ba.jpg,3,0.7182456
0,0,0,img_4eb60fd3-dd16-41f0-8729-dc69c2fa2823.jpg,4,0.7716912
0,0,0,img_34ddca4d-5ac1-4830-b022-a2d642f096a6.jpg,5,0.7472361
0,1,0,img_acfb013d-6e04-4a59-94c1-439a9c9f37b4.jpg,5,0.7409245
1,1,0,img_bb37577c-6242-468b-9226-0f2eaae74841.jpg,8,0.75173545
0,0,0,img_9b2a6799-d3b7-41d9-be0d-75ea88df5b44.jpg,0,0.60542256
0,0,0,img_f4123adf-b652-449b-b446-e480db538409.jpg,8,0.7633436
0,0,0,img_66436388-8cf4-4bdf-be27-c046b4a9c67d.jpg,9,0.7107686
1,1,0,img_e144c7bb-e9bc-4439-a0ec-551ec6b99f54.jpg,0,0.688149
1,1,0,img_415250e6-8cc1-4925-9215-47c41efcf737.jpg,6,0.7897092
0,0,0,img_2b0467fd-3ad9-4eed-83ac-c032b1597545.jpg,9,0.8072609
0,0,0,img_959df3a2-efea-4940-965d-b95b1da08800.jpg,2,0.70157444
1,0,0,img_e35c242c-a401-416c-a8c1-6b3472e78691.jpg,9,0.69083726
0,0,0,img_165d28ea-85a0-4194-b3ac-7545b210a766.jpg,3,0.76255596
0,0,0,img_4a57f46f-5bc0-4a54-8bf0-0f8a2518741f.jpg,3,0.7693831
1,0,0,img_e1934ae3-9732-41fb-9674-2e6495d357a8.jpg,0,0.82042897
1,1,0,img_c05be371-7d8d-49de-aaba-7e45e7faaae1.jpg,4,0.8365801
1,0,0,img_92838f61-a118-4519-878a-22046587b0c7.jpg,3,0.8031104
0,0,0,img_9aa8d274-4935-4dee-9482-c293000be96b.jpg,4,0.8050128
0,0,0,img_4a073ce0-de41-40c7-9e33-5022f433d9cc.jpg,4,0.73768693
0,0,0,img_33f78ac9-43c0-44be-a5f1-c62a909f758f.jpg,0,0.8217179
0,0,0,img_f33e6d93-f9c5-4f17-89b9-88e61dccee0f.jpg,3,0.6360258
1,0,0,img_41ca0deb-1665-460b-bd03-51077c62c923.jpg,5,0.8311449
0,0,0,img_077f994a-4145-4c8a-951e-9d3543eb21eb.jpg,3,0.61327535
0,0,0,img_8b4bc558-c357-4ae5-992e-5384df2497e1.jpg,0,0.6655192
0,1,0,img_5e56c49a-6504-44ae-ac6f-b7e2a826a43b.jpg,0,0.6433844
0,0,0,img_a4d15c45-0e7d-48c4-a559-08f6cd1ccadf.jpg,4,0.65075666
0,0,0,img_e5e32a18-4203-4614-81a1-e6c9c8cd1735.jpg,6,0.6970539
0,0,0,img_e50cfba7-b3b2-4a6e-a83b-51c75af3d25c.jpg,7,0.7236847
